name,image,class,class type,subclass,magic,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Wooden Bow,BotW_Wooden_Bow_Icon.png?version=f03b2a790043b54e79192ae4284917c7 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/J4COvxiJZmtEIlLTz2eaUQ/Sy72nY_yUdJVMpQlKsV3QfbSKT7566HuuS8CIJ6EBfco1XJyT4PJ5ssGCWq_xQHeWojMhN9S9KGSJoTIEviD34NHr__ooqmW9EDwEHQkKaZ6SV2u1BtFyTwX9Ejz0s98gPbFvEOxpT5uqQg4h6QSh3eyKBLoQKdOHNm5_cnIj6s/Ar7j7iUpq4A3sKL-8qpMcu0ue782vURW9YJ2BuIvXxU),Bow,Bow,,,,20,4,1,20,,,,,,,"This wooden bow may not be the most reliable for battling monsters, but it is excellent for hunting small animals.",,,,,,,,,
Arrow,,Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Ancient Arrow,BotW_Ancient_Arrow_Icon.png?version=bbceb43f208bee47ab3246bdd1ae3488 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/fHHP1Xdn7AQ0IIYwqLJ8wQ/7m1rWc3O-d-FrF0rPbanTAltl-6L8L7JGLDZN5fnPeUHT2q8wz624F8dLMi4oJ_iNfdmNN-JHWBe1wqAZByDlcuCgvEy86hQyLmFLQ0BwTHkI2HA0txXaGKFL9hlFDCyIskTsFNStJXIyE6dPwWAPuWWAAT-FzKOfSdJwzI7ZFc/hTHQByHnrO_EBL3KIKnWTg4euHVEbpXcwDG31p2uA1E),Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Fire Arrow,,Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Shock Arrow,BotW_Shock_Arrow_Icon.png?version=05833b464b2a280d99c0d6e292ab75c7 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/1VOr8Xjec776kP6V8mpHUw/UISCrCWjAv1CKbr0a0YXxVctTO5e8TlVDeHZ35FBmdHNgnq9Cyw9pnXwOS93WJ8-3TeJ3Cj1xTyuCrZ6k8EeIr9rj-Vfl71ISOfst0JnUPUscmvMfjnylzFS7Wk-dm6FImji1nq_gyWDDMsh96vfAAVdOje8yIPo5TxylhufHPw/itHlmrFVFLvaJAO5jFUgShMD6i9u16nJgjIQJPwncFQ),Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Light Arrow,,Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Bomb Arrow,,Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Silver Arrow,,Bow,Arrow,Arrow,,,,,,,,,,,,,,,,,,,,,,
Ancient Cuirass,BotW_Ancient_Cuirass_Icon.png?version=291571a345c7ebda2309bbd44bdfbcdf (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/xruUpLRzE_fPm8gTSHuDCg/_K7MWaetytx_slSCoCiJgy9yOHOf3L9_JJ9DKyWSE8mvb63x06IKgf2hWe1HxgnDr4k6JwN9IuluJrkMmlZC2yR9EthOMqcxbsReNfxfZJGSM7INVC2K1GW9EJZE_nSPA9LrDwndJWackoF17mlsfJD1R3CdVH29R3zI7u22PBc/8Jwd5Wr6dRA0nMwwHnJxm4CcC41Hup1m9wRtLE4yFDA),Armor,Cuirass,Body,,,,,,,4,7,12,18,28,Guardian Resist,This armor was created by ancient Sheikah technology using Guardian parts. Equipping it will reduce the damage you take from ancient weaponry.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Giant Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Armor,BotW_Barbarian_Armor_Icon.png?version=84ba96bf54f33cd43e020e64b6e3b966 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/CNg_FRG6E3qNjhTVo-PkuA/OQIenXaxZMs-HyWci3yyECGI2FygQg8kVPXcgvftZfY19TnYy-MK6-JyfUVnw39UmwZGwqA1zb173TyVJe47nU-bbKSlJ4A5Iwf52MZ8yBEo2muq2f-kHNsS-0_xGwta_-U9mDjhl3pCzbX5EhmFdCXTpwDbPHI3w-g8lq5p-Xk/eF5RzTu0rASAEnM63K4hfQYlpmfU_2n0svkB0cBvTy0),Armor,Armor,Body,,,,,,,3,4,8,12,20,Attack,Armor once favored by an ancient warlike tribe from the Faron region. The war paint bolsters your fighting spirit and raises your attack power.,600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Dila Maag,
Champion's Tunic,BotW_Champion%27s_Tunic_Icon.png?version=0f0062fb6795a3f62f4528b176ef4466 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/AQ6HFk0DCQ1_A4eYkVPm7A/hchUxpj4D3TvjLmUNl3u3apCOusQel1gv_q4YC47GKNf3MuKQvBQ_zla9s0jcoEOYyptf14MQJfHCgV6QFrFUjOHHECT4KhgDNElOolrtILu7se9BBJctWXiavtG-qzqiKoCEQkAkrV1FuNCmDfsSzon7NlqrxSVsZFwkaN_qiF2riG9XdU_0qukviwToy4R/5P_ZgCSpNB4MMT9pB807rr8LmSLo2DWho6ZqaBQErS0),Armor,Tunic,Body,,,,,,,5,8,14,22,32,See Enemy HP,"In ancient Hyrule, this garment could only be worn by one who had earned the respect of the royal family. Equipping it will reveal an enemy's life gauge.",,,Silent Princess x3,"Silent Princess x3, Shard of Farosh's Horn x2","Silent Princess x3, Shard of Naydra's Horn x2","Silent Princess x10, Shard of Dinraal's Horn x2","Silent Princess,Shard of Farosh's Horn,Shard of Naydra's Horn,Shard of Dinraal's Horn",Impa/Kakariko Village,
Climbing Gear,BotW_Climbing_Gear_Icon.png?version=785c3dcadda15370d99e093f687e0fd4 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/KLRNONXHPKFIyXX-jfSz0w/BDGTXgy1g20qLOoiKHpnE1-vYHFMwiJl1Lwwpn9KjLa-jZRv7l1Wnm2qdCAmp60hlWisHur7Q7GXXisCEUMtGxhD2ZSU6mIRWiFk418_VC86dTBWBlHO567ilXs5M3RvwvPUD-StQM86a-WhHnJCuafsgCNJFhpuyQcSTiCwL5w/sOIwSGgJZM6-wdmVr2uGsQHOxmZOP5TEXoql9XSCD3Q),Armor,Gear,Body,,,,,,,3,5,8,12,20,Climb Speed,The ancient technology in this gear will make you a better climber. The special no-slip gloves help you use your energy more efficiently to facilitate nimble climbing.,600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Chaas Qeta,
Dark Tunic,BotW_Dark_Tunic_Icon.png?version=e04ba00078e365f0410ceea2cb6f7c3d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/CL6diEiG5VN0kbmG_MP5Vw/aWPOcnqqf9vZVFiUDuiQSzT9rLHPko9RAyPmyo4TxrhetkWu_DwixsMfti1GkS0KJ7XEb6GaJi6vPd2tenggCJz62odtBw7vGzvOW5NgMObsD86t4AM91bVacrh0fkXHozfhhZ-mbSWea6yxtL7fE0IF9XpjIYzfWBJDbP3gkX8/QRMqkvirTLfh-wpIXrhl7G8se9Vde3Wxr-jjMAYZbhQ),Armor,Tunic,Body,,,,,,,3,,,,,,Kilton developed this jet-black armor as a result of his monster research. A spurious replica of the green outfit once worn by a legendary hero.,9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Spaulder,BotW_Desert_Voe_Spaulder_Icon.png?version=0de06e23ede304e2bf3d79f6309997a8 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/NStzdJomRAo1f6DysW1iWA/7Lgigyw2CwJjiAwzyUskgycxdiQtZLm4aXtldK4tH7Tg5WcWDDZeG9j4S08GHveCNzAnyqjfht-ePtV9LOzVBpdImNVAe8uRLbmuu6do526Saz8ducQghA4KiY9gY_ZlW0_SjVIyc9ma_eyjlPuHTqkGuojuVxuDFq7CmfbsX0OXRpXz_WHezX5jvT3L1kch/yWqGdb6Oo0EJlD7Yc9M3u80SGL1hdEvuHCMXIwHN7SE),Armor,Spaulder,Body,,,,,,,3,5,8,12,20,Heat Resist,"Armor for males sold rarely by Gerudo retailers. It contains sapphire, which harnesses the power of ice to make hot climates more tolerable.",325,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Armor,BotW_Fierce_Deity_Armor_Icon.png?version=4249aa8b7cdd2d4bfcdf075226fa0a77 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/LzeABg1vsprueYQag26Gwg/BH7N9ZEgCPjKyCoFvvhKXEli7Et22wipQNXPH6VQmDC4GJND7jiV5uyyoVxJiWR0UAr4O-lM-aAs-vxM2zHzZYT_O5OEOLCctwujhabYkG-MfgtQk1oEZTtuqMmZRamsSryvlnHxPPX9TXEU8EUy9FGmFwRd1rkLdWajRUe58VllzUTG86oWk5d8y5OTqQjo/KyWgqaks8PClmglD9iPNr4jIrGh2aj85AwrZSF5cHQY),Armor,Armor,Body,,,,,,,3,5,8,12,20,Attack,"Legend has it this armor once belonged to the hero of a world in which the moon threatened to fall. When you wear it, you feel a fierce, godlike power flow through you.",125,Charge Attack Stamina,"Hinox Toenail x5, Naydra's Scale x1","Hinox Tooth x5, Naydra's Claw x1","Hinox Guts x5, Shard of Naydra's Fang x1","Lynel Guts x5, Shard of Naydra's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Armor,BotW_Flamebreaker_Armor_Icon.png?version=f943bda0298a7cb2e81abf54bb6e8831 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/PO73Sq4ZuIKpRbE7adX5Jw/ZthcR7WQKJRmICdmgOPh1ArU3xD2CTouSvhCr4ssA9QB2DcTUusGIDMXg3FJ3FckcN5sHDQifhmGLAsKvUGvTJcSd5uFugzHGVMLPFBZquNsVP4sXIu9T_eAzAI-hWP5NuIGImBAZGAbrdSkJMlyJz2c5n64FA7pxY3jjLDhK3QYLX4XP8e-9-i3hNwSiTAX/XniOsqCRuuJaxI9kqi5A-K6dCCVyzrFhFamR7CswplY),Armor,Armor,Body,,,,,,,3,5,8,12,20,Flame Guard,Armor crafted by Gorons for Hylians curious enough to visit Goron City. It's made from fire-resistant rocks to protect the wearer.,150,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Top,BotW_Gerudo_Top_Icon.png?version=5a5894ebe4564ed23d2e65c7fd8150e2 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/C8YSJI4Z6BVdjaJdPrcSLA/qmS_U3yTtGDAA-woIckyiVWsdFGv3nKbkHA9YLAdRobdY4T4Mz6af0GyhiYl9PlwojRWIoPNfZhG59QX9y2ZrCFU_08jIZ8N4dALXqg1XSlwFkgJNuSg2i0msnV5tUCLG5_eTBYXZ0LuDdfJxqgBdKzEAirIZ1Xm4HakZbW-ne0/4EKfYL4g6xluvSBKS2hqNcjdgbigAJ7kCVmnt1CnNT8),Armor,Top,Body,,,,,,,1,,,,,Gerudo Town Entry,"Standard Gerudo garb popular for its open, breathable design and for the traditional Gerudo markings that adorn it.",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Tunic,BotW_Hylian_Tunic_Icon.png?version=af92a6673daf1d03d1c0784e4faa5df7 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/1cdL5I9F2ngUieXvuuI9HQ/eZvnzWkUKDIx_B0eTMCAMuqO0ck__CRBjmOON_Q2Eilw1egJT53WvSzjU6qbMUj-YpfEn-8HNDJe2MKFoAw0jd9VMbPUR5wLlzChEHyReX2d6aidB_7Of9XTivMX-lIrjO_wLRyRcgNfjfDu0-exa5q0wKJnNMnoeN3MlmDEhGc/Ir-i893C4nnfnVG9DMKKxMuA82B12hVZe0rWf2luIzg),Armor,Tunic,Body,,,,,,,3,5,8,12,20,,"A common garb that achieved widespread popularity in Hyrule, particularly among travelers. Its light-yet-sturdy fabric doesn't limit movement.",30,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Nintendo Switch Shirt,BotW_Nintendo_Switch_Shirt_Icon.png?version=2bf923e078fdfa4936b58dd850ed18a6 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/8UyKOKspWRw3Jp-VS77o-g/eFCtQqLjcY9_ksRVNfXksueHl8eCCtlMM1PdXJIENTl2TvWIOVC9wXsj4N218r9YsythHoHyMZz7YGG3M8Ct39RMlRakmgjRGxQOuE7N3e0Z1TaYV2Df5tfCzHExiacCQQnOuxEDWjof3CLcdwdPBZACNxcfm3XNdmvXsuTNe96Yzd1KE8ixJVmNkYMpPrgT/iiUGGkevofJdW6TpbnvSO69TEIZg-Xn-p5C0O3H_t4k),Armor,Shirt,Body,,,,,,,1,,,,,,"Expansion Pass Bonus A shirt with the Nintendo Switch logo on it. It's a rare article, if you sell it, you can't get it back, so wear it with pride!",,,,,,,,,
Old Shirt,BotW_Old_Shirt_Icon.png?version=24ab54a2de7ba185a16442d5be29fb46 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/rdY6P0CQgoQrc86p3AjA9w/HhqfWKcjBo9AxozzgiBzDyByPXn7314wF_vtukgHQsZ5f9RqsejM3jvo5OJ5bCgN1Y58YRc4u7imH0VSvXNYH2lDOvSS-vU3xRNOufJaqr_0PMP_zJ9nvQoAPZ61hd5gJWHPkP3SiIndYc7s75V0uMYDqWNkoHtgU3wfFsaXk1U/ZMjlGqPBJvHbwQ-NsRN8c_adjupIlBooEeCGgfR3cRA),Armor,Shirt,Body,,,,,,,1,,,,,,"A thin shirt made long ago. It's coming apart at the seams, but it's better than nothing. The sleeves are a bit on the short side.",15,,,,,,,Shrine - Resurrection,
Phantom Armor,BotW_Phantom_Armor_Icon.png?version=ab85716cd6cbfd2786d894dce53fd3ce (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/4QM0BDo223w0XJdSDvps5Q/2sBjJHotacvN4816YSeAOZe0ps7hPEDjZsDaj8CDTEzKeejhhtUZD2lafOh_KV-gyegMdaCIyfowbCw5n5ZuWXR_rFreiF8e1vd0pASVfDRkeWsXd8U3W_NlzmCsj7_3-_hJhvSmJPRWswOXTktqCKezYqZBo_jDPe6Qv24lsjg/KFNomakevyB0WDUgdV1tvnikzXBGoHBXG_cQxWC9TX0),Armor,Armor,Body,,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This piece looks just like the armor they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Shirt,BotW_Radiant_Shirt_Icon.png?version=e26e54c482df812592b212951bd8105f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/zEDdTtl8GpD6PNMYp6Xlrw/UDNLD8vHtJGkOchavmeVksgkb2vBnEVV9ePJ3ZBSAVIeAgAYN-b_XRWK_AldfyP_M5S_Qey0AflQSKtPFPnzEK7N88J1eSAdUTaD-SfC1XF2efTxrtpKUGzZMJgvyPLrijyVwEXUOyxjKZOR0wGW1KgYcZwBNtTNAYcin_tLMHY/5YZUdEaxFD3R9IXh2dtEKFHwskxMdoTQsp9BU0nPDlY),Armor,Shirt,Body,,,,,,,3,5,8,12,20,Stal Lure,This shirt is sold at the Gerudo Secret Club. It glows with a strange pattern in the dark due to a dye made from crushed luminous stones.,200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Armor,BotW_Rubber_Armor_Icon.png?version=46d6f3ed53649b2278970e1283bd8f08 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/zCbOHh8JeOYwBawnCprZ4w/_ie20X-vch87PZAHJ16yfXyRyGqZoKcgmObDTVmgSpXxTL6RRiQ7GLzcFVlOGZIJO_KOe3MfHW8Lq9ky6bTBw8UK4v23YeGWfFVvfAx7N8f2tioEMdUfyZJkjL2HNDRS-MZiNH-wk5VLuRPsyXNO9gj2W0CoVZDaEMtmFVBADgQ/kQntp2_WWHd-w1vBWgo35_Q8O1HzStO7-07wIUsUF6k),Armor,Armor,Body,,,,,,,3,5,8,12,20,Shock Resist,"This armor has built-in electricity resistance thanks to its source material—an ancient marvel called ""rubber."" Such technology does not exist in this modern age.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Toh Yahsa,
Snowquill Tunic,BotW_Snowquill_Tunic_Icon.png?version=3831383f418341ffd17d0dfaceb860eb (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/IXoCu_JF-5HJ0FOsP5rj4A/58SHAeamqmsi-A68RiJY8cenj_8ypUEtWzZcEhnnNiXMx4t8X-rUtTiiE3S3j067XPCNIeG13m8KocpZVzHEpsB7BGDIQNy45HlNFtjnWVeXON_BdeV5XNxMMKa4qC9UbqoIFb2nUydDSgX75zr0-x5wTXfCc5xSQRxMcf3Aj38/aaYAIX_hF1hr42zeXSt2DZAXnrWsi_24YzKALhddAnY),Armor,Tunic,Body,,,,,,,3,5,8,12,20,Cold Resist,"Lined with molted Rito feathers, this tunic was made by Rito artisans for Hylians visiting cold climates. The feathers are stacked in each layer to retain body heat.",250,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Armor,BotW_Soldier%27s_Armor_Icon.png?version=2548810bb46566087ad6cf28c0a887ef (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/32_7MXMPEx5HUC49D3sMgA/GSa7vP_SiLULHnfAMIZXSdG7CqIKi8AtB9Y3xGvNhN8GhsMJfGLlwAgGdken8mhHn_KVm8BKVZjuPbEKE0E2Sl3Psj6EXqC9lJ2XAWJgDCoF6Qc5W9I7hZ2Aox4L7X4GgEOKpdgwSyTwUwavIU1M3QmnILKKkdmEqO3mtFB3uAtaaTPYb2AhGqEP-_I-xbNa/sog18qkOLN4QM8AEkNJsQ83mLnX5py9koKWd1_McfAk),Armor,Armor,Body,,,,,,,4,7,12,18,24,,"Hyrulean guards praised this armor for its superior defense. Made from sturdy plates of metal, the high level of craftsmanship that went into it is obvious with just a glance.",45,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x5, Moblin Guts x3","Lizalfos Tail x5, Hinox Guts x3","Lynel Hoof x4, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Chest Guard,BotW_Stealth_Chest_Guard_Icon.png?version=c985e3a942219ffbafd20e350241afb1 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/lqYofiifE6dj2ENMiCneZg/5LGH8gOn3P8tiiv3QVVWtgnGXQZCL2W75jEz0_19qbjkyRnbvwOjth_t4gIqHoDL8HJVubNZ5M89YaArscIIcPqUIaiHAlWyL_tLkL25JUhpGb8ZnDB0xuo3i_ozFKfwituOWMooTFCKOnLmue-cK629NVMTEfpHR_YP9A3WBsKpXbTvNuXTF7E6UrzUJO3R/BVVONxWuRIU7IxRxTwcTbxkoE8PXRzfMblA1gFxepOg),Armor,Guard,Body,,,,,,,2,4,6,9,16,Stealth,"Armor designed for stealth, passed down through the Sheikah tribe. The special fabrics suppress the rustling of clothes even when moving quickly.",175,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Shirt,BotW_Tingle%27s_Shirt_Icon.png?version=0d3714b3fe45b87d866a8d5505e95739 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/BaVCtgfy-y5W0JH65-8-fA/ck5BpqvG5yR-C1MEg6inx0b2cdY2sW0rOgTDCrW7xw9G7P1tUHVa9R_vk5t8C9sL3pV0PGevzNqbK54zhVopAjwYBZZHc7m_y5JVEtfvZm3644jArgtpGaqImwRo_kDu7VY5c3EfO3kjMKHgWsUlt1aRQ-qHTwQcQc01NEJa18FJh9phdunE2jvTr5yHFnlL/cIBEfgnMslf6wX9q5Q2iwgl8eI-hH7hyE8YR5XhPu38),Armor,Shirt,Body,,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured this shirt, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Tunic of the Hero,BotW_Tunic_of_the_Hero_Icon.png?version=c9fcf87189a47594375c12824980ea0c (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/KjEbGYsmyMSRPrKCAonX6g/Lo1fU5MS9BpA7GDUZWqErb7rDjDTz-mglz5OxJUW_GXsZhhQgptJpY6o3802MHOdh3YmmMbBZOjGWXOVGZst_STkXVkZ8cB6kST2_taz3NUVnw9RPl-Ilwn0PBKm6avkBrNVmIfL0iwbVphGWor4nk58Gw0vGV0N26XQGYciK9BgleKsuL7fcmDn5PaLt5T7/ubgOGgswryUeAY6i65zQzHLLhxajgRJhuPT4h6wdyFU),Armor,Hero,Body,,,,,,,3,5,8,12,20,,"Legend has it this armor was once cherished by a hero from ancient times. Its design is rather simple, but it's such a traditional look.",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Tunic of Time,BotW_Tunic_of_Time_Icon.png?version=9a5cb855675dfce726428e5ed93db04d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/D6e3N3HNV8eJzm0mTgzjEA/a1WzPf_ZxCgm1qKOcEW5cLihTLAC1kJ1QCDn7sVVEjvzCY9vdVaMTFU3G6M1ymuDNRSZqRiqs6MLWGSCXhQMogCvdFdYW15qFfk8JJ-M8yYF0jUFS_CN5--4bIsAp8OqfMU-MUBeWKQlAZ_dLYNrFU-33gar-iuV1wztW2y1pmg/Zwr0fvV2IL9iU12HvxruOUA6lJ7L6nvGqTdwk9gwha8),Armor,Time,Body,,,,,,,3,5,8,12,20,,"Legend has it this armor was once worn by a hero who traveled through time. Strangely, its special design is fitted for children and adults alike.",125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4",Star Fragment,Amiibo - Ocarina of Time,
Tunic of Twilight,BotW_Tunic_of_Twilight_Icon.png?version=88e9aba4f4d251f563986a372babd91d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/na-gm7FbvEhY28zod-gNow/8wmgyxuiLWGHMZlw3INnzJBny6xJEsZmfDFuLdX38rTreNxbEwEGmOVYZBjFPnarQuSxC6XKMRphjtQS9SLVFtQRZSF5zsUdeJaFfugz3e_SPZhkVkITu4P2iM7SOfs46AgT6sidr03N-gLIdAy7omMonEKHxHU1qZi5NN-PYYprRXh8URznWJgrSJyZs2fh/csg4js66K-oF9KDoCNtylokqf1H219VH3AI-aXEoPO0),Armor,Tunic,Body,,,,,,,3,5,8,12,20,,Legend has it this armor was once worn by a hero who battled the monsters of twilight. There still seems to be some hair clinging to it... Looks like it may be from a wolf?,125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4",Star Fragment,Amiibo - SSB Link ,
Tunic of the Wild,BotW_Tunic_of_the_Wild_Icon.png?version=a2d8d91fb50f45de67055f48d4c396b8 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/rF-cbwPWDIA2zqaYu6EcMQ/kHWQF-_XSY5gTs9N8yv96J87_brMGybIGQZTQ678_SXjEKRK9MOxDFVEGrBPywXp_i8patmEsaGb8tYIb6l-VqSxOIIAA3tNQPWB7dyfAxTDhBYZ-PrbjtFjs2MVeyVYotxbvSW5RnHYR49Y9ySl3lXrH-Yt7D-KJqjxdMK6MxtFQpBmDL3QG6vtpOs8vd1s/9roGwr3gyn1H5iOWB4rNwKhctDDvXp7AR9woAI2VUUA),Armor,Wild,Body,,,,,,,4,7,12,18,28,,"This armor was apparently crafted for a hero who travels the wilds. Strangely enough, it's just your size.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Star Fragment,Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Shard of Farosh's Horn",Find all 120 Shrines,
Tunic of the Wind,BotW_Tunic_of_the_Wind_Icon.png?version=fd9a8b9c26e08b1faef881849c3dd4ae (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/3y-q0hKxPTfVJyiKV_ud0w/dbrqouBZfPNZADUXkGz-tqp3qRJuAilQCwRfmr1y-36u0_cC9qvqKS7W27gWlboArFu2sh1PLpIKGpLiiJ-555zZl4_L7SQNQ1Gs4KiVF8ofwQRPBL1U6gqFWL_TgetKTxusFwUj9JkwHmUQySSwpT1WNsGtaXLxSUqRf_iKtdQdgapGAQp4YlsVf7LHBRgg/FMT2OHUvwKIaSmz_ZbZVe6dKavF21tZhsgan90du9ck),Armor,Wind,Body,,,,,,,3,5,8,12,20,,Legend has it this armor was once cherished by a hero who sailed the Great Sea. It's said to have been a gift from his grandmother.,125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4",Star Fragment,Amiibo - Toon/WW Link,
